Cristiano;26 de outubro de 2022;Aplicativo p√©ssimo. Apenas para consulta. Todo m√™s o mesmo sofrimento. A fatura n√£o chega pelos correios e tenho que ficar entrando em contato com gerente para fornecer c√≥digo de barras. J√° estou deixando de utilizar muitos servi√ßos desse banco. Nada e pratico. Tudo depende de gerente. (A boa vontade) aplicativo arcaico. S√≥ estresse. J√° nem uso esse cart√£o mais para n√£o passar raiva e cancelar logo. Assim que terminar de pagar todas as faturas, vou bloquear N√£o indico para ningu√©m.
eletroinfo;17 de junho de 2020;Não acredito que o erro grotesco de português passou despercebido pela equipe. "Útimo" é o fim da picada, dá impressão que é um app de pishing.
Campo Jo;21 de agosto de 2022;Não funcional ,deviam excluir no play story
Renato Rodrigues;20 de abril de 2022;Aplicativo péssimo não funciona 02 meses tentando e nada toda hora pede pra atualizar o cadastro Não sei o mais precisa atualizar. Nota zero pra esse aplicativo .
Danielle Justino;19 de fevereiro de 2021;Péssimo aplicativo, todos os meus dados estão atualizados e para o primeiro acesso continua aparecendo a mensagem que preciso ligar na central para atualizar dados.
Matheus Borges;16 de maio de 2020;O aplicativo apenas da a opção de visualizar o valor da fatura. Não consigo efetuar o pagamento da fatura, ou visualizar código de barras.
Alisson Pedroso;22 de setembro de 2022;Não tem como utilizar digital.
Geila santos;26 de janeiro de 2022;Precisam adicionar a opção de 2° via de fatura. Esse app não tem nada do que precisamos. É inútil...
mariane castro;26 de setembro de 2021;Horrível simplesmente parou de funcionar, dá erro na hora de salvar a senha... impossível usar!
Melry Santos;9 de agosto de 2022;Péssimo assim como os fusionario do banco o pior de todos os banco. Sinceramente não dá pra usa esse lixo e muito menos o cartão
Paulo Bambam;11 de agosto de 2022;App horrível não abre caraca melhorem esse app não abre
Valdeir;7 de maio de 2020;Aplicativo muito limitado deveria ter funções como outros aplicativos da concorrência é complicado o acesso,trava muito estou muito insatisfeito.
Francisco Marques;9 de maio de 2021;Aplicativo horrível, 03 dias tentando fazer meu primeiro acesso e só dá erro... Lamentável um banco como o Bradesco com uma App tão ultrapassado.
Licya Sousa;3 de junho de 2020;Péssimo...Para fazer o primeiro acesso não da certo o longin de forma alguma. Diz q os dados estão incorretos sendo q não estão.
Icaro Avante;3 de setembro de 2021;Estou há horas tentando colocar os códigos de verificação. Cada vez uma etapa dá erro. Desisto desse app
Valdeline Rodrigues;17 de agosto de 2022;Não consigo ter meu primeiro acesso. Pois coloco meu CPF correto e diz: erro tente novamente
Andréia Uchoa;13 de agosto de 2021;Se tivesse como não dar nenhuma estrela, mas, sou obrigada a ter que dar umazinha, infelizmente, pq nem isso merece. Aplicativo nem horrível é, é abaixo disso , nem conseguir acesso, eu consigo . Nota: DÓ !
Simone Ribeiro;7 de dezembro de 2020;Os meu dados já estão atualizados na central e o aplicativo não entra mandando ligar na central para atualizar os dados, mas os dados já estão atualizados.
Leidiane Dias;30 de junho de 2021;Não consigo cadastrar nada por aqui pede para atualizar os dados na central ,liguei atualizei junto com uma atendente e continua dando erro ...para que serve esse app se não nos ajuda em mada ?
felipe lopes;3 de agosto de 2021;Realmente o problema é geral mesmo, impossível cadastrar, não tem informações na central de atendimento... Rouba muito tempo e paciência de quem precisa trabalhar...
monica pugliese;16 de maio de 2022;Péssimo, só vê o extrato do cartão, não mostra a fatura com código de barras para pagamento.
Raimundo Nonato Teles De Oliveira;11 de novembro de 2021;Péssimo app, estou a horas tentando abrir e não consegui, pq fica só tenta mais tarde, eu preciso do app pra pegar minha fatura. O meu cartão é BradesCard visa Gold da C&A
Sonia Almeida;21 de julho de 2021;Horrível não consigo cadastra no primeiro acesso , não consigo vê senha, não consigo consultar limite . Afinal não consigo usar o cartão não consigo fazer nada
Rizzo Dog Training;28 de outubro de 2022;Pior app de cartão que já vi na vida!
Hildonete Dourado;27 de março de 2021;Decepcionada com esse APP. Não dá pra entender um APP tão ruim vinculado ao Bradesco. Um lixo!!! Só serve para irritar!!
Suzi Helena Alves;26 de maio de 2022;Péssimo aplicativo! Pedindo pra atualizar o cadastro, meu cadastro tá atualizado a muito tempo.
Robério Costa;29 de maio de 2022;Péssimo, o mesmo erro de todos, pede para atualizar cadastro.
Adriana Albuquerque;2 de junho de 2022;Ocorrendo: erro inesperado tente mais tarde, ja tem vários dias e não sai disso.
Alex Monteiro;5 de julho de 2022;Aplicativo péssimo como o Bradesco. Não funciona. Itau da uma banho no incompetente Bradesco
Camila Ferreira;30 de maio de 2022;O aplicativo está com erro a dias e a central não consegue auxiliar. PÉSSIMOOOOO
Neily Lobo;21 de maio de 2022;Nem consegui fazer login, cliquei em primeiro acesso e quando clico para continuar aparece uma mensagem de erro
Leandro Silva;4 de novembro de 2021;Pessimo, não consegue pagar a Futura pelo aplicatico, mostra saldo na tela, mesmo não tendo, um dos piores aplicativos que já usei
Semiranis Cassia dias;24 de fevereiro de 2022;Pessimo aplicativo ,lixo só fica fora do ar ,não entra só fica travado, traduzindo e um lixo.
Evandro Machado;13 de abril de 2021;Não é possível utilizá-lo. Pede para atualizar dados cadastrais mesmo com os dados atualizados. Não faz sentido 😕
Abmael Ribeiro silva;26 de março de 2022;Instalei para não ter que ligar para estes telefones que não resolvem nada, mas foi justamente o que pediram,para atualizar o cadastro
Regia Soares Borges;16 de julho de 2021;Aplicativo simplesmente horrivel, se vc formata o celular perde a chave de seguranca e só consegue recuperar no banco.
Cesar Silva;15 de março de 2022;Pessimo APP Suporte pior ainda,fui até na agência pra resolver o aplicativo não funciona só pede pra atulizar cadastro,muito insatisfeito.
marizete pereira;20 de outubro de 2021;Não estou usando o app,está cobrando de mim uma conta que tinha cancelado, e ainda mandou um cartao pra mim .nem desbloqueou.
Ivoni Luiz;12 de maio de 2021;Péssimo aplicativo o banco bloqueou minhas mensagens SMS cartão de crédito liguei lá dizendo que era só pelo aplicativo para desbloquear e meus dados não entra no aplicativo a Bia também não funciona indignação total juros e taxas vem no cartão😡😡😡
lene.martins martins;5 de junho de 2021;Baixei o aplicativo mas não consigo acessar fala que deu erro é complicado assim de primeira dá erro até agora não consegui ver nada fatura limite nada
Paulo Ramos;2 de setembro de 2022;O botão bloqueio some e não consegue desbloquear sem ligar
Amanda Ledur;10 de fevereiro de 2022;Não entendi para que serve este aplicativo. Não consigo obter a fatura do cartão de crédito por ele. Isso é o mínimo que se espera de um aplicativo de cartão de crédito.
Micaele Cristine;14 de novembro de 2021;Horrível, vive pedindo pra atualizar as informações, consigo entrar só as vezes.
Leandro;8 de julho de 2021;Aplicativo horrível! Já tentei acessar há vários dias e não consigo criar uma senha. Uma vergonha!
G&S Moda Íntima;21 de novembro de 2020;Estou tentando acessar mas da que preciso atualizar meus dados, habituei na Central e tá tido certinho os dados.
Fabricia Lima;13 de outubro de 2020;App péssimo já liguei fiz atualização cadastral e mesmo assim continua pedindo atualizado, não consigo entra.
Jocilene Pereira;3 de outubro de 2021;Horrivel n consigo enta no apricativo guando coloco tudo que me pedi o apricativo sai da lista um desrespeito com o usuario se n funciona pra que que coloca 😵.
Joao Paulo;8 de janeiro de 2022;Não consigo a fatura do cartão, por via nenhuma a 15 dias tentando e nada . Mas os juros não deixarão de serem cobrados , pois já está no vencimento e não consigo a fatura.
Wilson Santos Jr;26 de maio de 2022;Não consigo ver extrato. Não dá opção de criar cartão virtual.
Thiago Machado de Oliveira;3 de dezembro de 2020;Aplicativo horrível, nada funciona. Só trava Não gera cartão virtual, não faz nada.
Leôncio Sousa Sousa;13 de agosto de 2021;Falta opção no próprio App, para renovar senha no caso de esquecimento, fora isso o App é muito bom.
renato frança;22 de outubro de 2020;Horrível. Manchando a imagem do Bradesco. Será que não tem alguém que enxergue como também os comentários aqui existentes? Muito desrespeitoso com os clientes. Não consigo sair da fase 2 das 4.
Giancarlo Molinari (pombimsjb);21 de setembro de 2022;APLICATIVO ´PÉSSIMO, AO CLICAR PARA VER A FATURA ELE ENCERRA, FICA EM SEGUNDO PLANO CONSUMINDO BATERIA ABSURDA, SÓ SERVE PRA VER LIMITE, MAIS FACIL LIGAR NO 0800
Nelson Tiago Muller;17 de novembro de 2020;Aplicativo não serve nem para trocar o endereço de envio da conta, só ocupa espaço no celular.
Rita Moraes;11 de agosto de 2020;Me chamo Rita.A muito tempo sou correntistas do Bradesco. Mais no meu cartão antigo chegou uma dívida que foi comprovada que não era minha.mais na hora a menina falou que tinha que bloquear o cartão. Maldita hora que fui fazer isso.Estou sem cartão de 4 para 5 .Agora chegou um cartao sem senha NÃO consigo entrar no App e tambem fui no correio e nada.Ja fui no Bradesco a menina da porta falou que eu não precisava perder meu tempo.Porque a senha vem pelo correio.Daria para resolver este poblem
Elizabete Gomes Damascena;23 de outubro de 2021;Falta muitos recursos, príncipalmente demostrativo de compras online. Precisa melhorar muito
Grupo Diário Publicidade;18 de março de 2021;Tenho o cartão Platinum e não consigo logar por isso é horrível, preciso acompanhar os gastos e não posso.
Rosana Luz - Atitude Turismo;12 de julho de 2021;Horrível, não consigo consultar fatura há meses.. no app do banco, também não dá..
Um usuário do Google;31 de março de 2020;Grande experiência! Fácil navegação e com serviços essenciais para o portador de cartão PJ!!!
Um usuário do Google;21 de março de 2020;Agora ficou mais fácil fazer a gestão dos meus cartões. Ansioso por novas funcionalidades!
Um usuário do Google;21 de março de 2020;Fantástico aplicativo. Parabéns ao banco pela iniciativa e a quem desenvolveu o aplicativo!!!! Excelente!!!
Levi Barbosa;19 de outubro de 2020;Horrível.... apresenta muitos erros ao logar, não mostra as informações correta.
Lucas Fontanari;27 de dezembro de 2020;Nao deixa acessar, o app fica insistindo que os dados precisam ser atualizados.
Geisa Rosa dos Santos;18 de agosto de 2021;Mesmo realizando o cadastro junto com a central de atendimento, não foi possível concluir. Horrível.
Eliomar Santana;7 de setembro de 2020;Muito ruim esse aplicativo,Tenho cartao visa cargo ao portador pj e baixei o aplicativo mais quando boto meu cpf pra fazer o primeiro acesso da erro e manda tentar novamente e nunca passa do primeiro passo
Murilo Esteves;20 de abril de 2021;Facilitou e muito o meu dia a dia, agora tenho autonomia para fazer a gestão completa do meu cartão corporativo!
Aaoliver Oliver;4 de dezembro de 2021;Péssimo aplicativo Não dá pra acessar nada pois o mesmo pede senha sem ter uma cadastrada.
Victor Hugo Malta Araújo;17 de agosto de 2021;Não é possível pagar fatura do cartão através do app, isso deveria ser algo de prioridade a ser revisto
Jeisinha Rodrigues;8 de fevereiro de 2022;App ruim não consigo acessar de maneira alguma, coloco o CPF porém sempre ocorre um erro e não consigo seguir
Maria Aparecida Trento;17 de maio de 2022;Péssimo aplicativo pede toda vez para atualizar cadastro.nao consigo ter asesco a minha fatura a decepção.
Vivalci Alves Dias;23 de fevereiro de 2022;Avaliar. O. App não tenho. Muita esperiencia mas fala da minha conta e dispositivo. Incluem,. E são públicas. As. Facilidade do app e muito boa. E. Tem que. Ter muita. Responsabilidade
Jean Martins;18 de janeiro de 2021;Péssimo. Estou a horas tentando desbloquear um cartão. Erro a todo momento!
SABRINA DUARTE;17 de novembro de 2020;Péssimo só pede para atualizar dados, sendo que está tudo atualizado.
Patricia Agostino Fraga;11 de janeiro de 2021;Aplicativo horrível, quase nenhuma funcionalidade e sempre com erros
Francisca Augusto Moreira Moreira;8 de outubro de 2021;Péssimo app, não está dando opcional para acessar minha conta simplesmente não funcionou.
Ana Nunes;14 de julho de 2021;Não consigo fazer cadastro, coloco o CPF e não passai daí, não funciona, por enquanto não recomendo o APP.
Lais Miranda;13 de outubro de 2021;Não consigo acessar o APP, sempre aponta erro... Lamentável Bradesco, melhora aí....
Sandro Lima07;16 de janeiro de 2021;Um baita sacanagem deixei meu cartão bloqueado, fui utilizar o mesmo e do nada tiraram a opção de bloqueio e desbloqueio, tive que ligar na central pra desbloquear meu cartão.
Miqueias Alves;13 de julho de 2021;App horrível 😕....... mó 'canseira' Preciso controlar meus gastos e não consigo nem acessar... Só aviso de erro 😕😕😕😕😕😕
Leandra Brasilino;11 de junho de 2020;Péssimo, só aparece mensagens de erro não permite impressão de boletos.
Elyedson Galvao;9 de setembro de 2020;Não funciona fala que tem que atualizar os dados e os dados estão corretos mensagem pupj404
Wanderson Ribeiro;30 de maio de 2020;Nada funciona. Esperei 1 mês pra ver se atualizavam, e nem isso.
João Victor Braga;22 de outubro de 2021;O pior banco que eu já me associei na minha vida, todos os aplicativos dão erro,.não consigo ver minha fatura, nos dias de hoje isso é uma vergonha ! Manter conta ativa em um banco sem acesso fácil pela internet seria uma burrice sem tamanho ! Adeus Bradesco.
Neuza Elineuza;30 de maio de 2021;Horrível nenhum aplicativo do Bradesco tá prestando.o BradesCard só dá bloqueado e esse nem consigo fazer o cadastro não sei pra que serve horrível 000 atrelado
Gabriela Santos;5 de fevereiro de 2021;Horrível não consigo nem fazer o meu primeiro acesso.Eeu sei que não e culpa da minha internet,o app de vcs e que não presta venho tentando já faz dias e nada.
Observador;14 de abril de 2022;Bom dia!! Podia ter opção de pagar boletos no cartão de crédito.
Dpano Dpa;30 de agosto de 2020;Nao funciona . pede atualizaçao. Mas dados estao atualizados.
Chronos M.D;20 de abril de 2021;Não permite visualizar a fatura e nem a data de vencimento, por favor ...Help
Paulo Ramos;12 de dezembro de 2021;Muito lento as atualizações as vezes demora 5 dias para entrar os gastos, isso é ruim tanto pra gente quanto pro banco, um eventual roubo ou clonagem só percebe 1 semana depois. Santander e Itaú o gasto entra imediatamente após a compra
Samuel Gomes;27 de outubro de 2020;Bom dia. Eu nao estou conseguindo ter acesso ao aplicativo e não consigo ligar pois esta dando errado
Mirla Aparecida De Jesus Cabral;5 de setembro de 2020;Achei que as pessoas estavam exagerando, mas realmente é impossível acessar o App.
Marco Antonio Dutra;14 de maio de 2020;Quando coloco o usuário e senha, o aplicativo simplesmente fecha! Não consigo acessar!
Georges Hanasi;5 de dezembro de 2020;Já não gostava do PF.... O PJ é 1000 vezes pior. App abandonado pelo TI da Bradesco. Impossível usar e não se irritar
Dafne Jaune;18 de agosto de 2021;Como a maioria está dizendo: um lixo, só dá erro! Como podem por "no ar" um app medonho desses? Quem é o programador hein? Despede! Por essas e outras que bancos físicos estão perdendo espaço para os bancos online. Não consigo tirar um cartão de débito novo, em breve o meu para de funcionar, aí sabe oq vou fazer?! Migrar tudo e todas minhas movimentações pro banco PAN!
Anderson Francisco Da Silva;7 de julho de 2020;2 dias tentando criar uma senha de acesso ao aplicativo e nada de dar certo.
Marilia Ferrari;5 de dezembro de 2021;Nunca consegui acessar esse aplicativo...sempre dá erro sempre pede atualização nunca deu certo
Aluvidros Vidros;8 de abril de 2021;Não vi nada interessante nesse app, só mostra O saldo do cartão.
Walter Rosa Gonçalves Filho;8 de julho de 2021;Não consigo acessar. Só dá erro. Tive que ligar para saber informações.
Isaias Gouveia;24 de maio de 2021;A ideia é boa...mas o aplicativo e muito confuso e tem muitos bugs
Cláudia Cini;25 de setembro de 2021;Péssimo não consigo fazer o cadastro porque o código de verificação da inválido.
Anabeli Gomes;8 de outubro de 2021;Horrível, não funciona o básico. O App mal abre um saco.
Jucelio Leão;24 de agosto de 2021;Eu não consigo acessar a cenha do cartão pelo app, isso é ridículo, é o pior app de banco que tem
Kleber Lemos;25 de janeiro de 2021;Um lixo! Já tentei instalar umas 20 num tablet Galaxy e sempre diz que tá dando erro e pra tentar depois!
Luiz Marques;2 de abril de 2021;Péssimo aplicativo. Toda vez que tento acessar, fica dando erro
Marcilene Aparecida;24 de outubro de 2020;Aplicativo horrível!!!!!! Não consigo cadastrar, só perdendo tempo 👎👎👎
Milton Jorge;6 de outubro de 2020;Muito burocrático apesar de ser prático, não se resolve nada por esse aplicativo. Isso faz negativar a imagem e o nome desse banco.
Elivelton Gomes;30 de novembro de 2021;Mesmo após o desbloqueio não consigo acessar o app, horrível!
WALTER OLIVEIRA FILHO;26 de novembro de 2020;Visualização ruim e incompleta dos lançamentos.
Valquiria Macedo;29 de dezembro de 2021;Boa tarde, recebi meu cartão estou tentando acessar com minha senha esta dando erro inesperado do nada ele não fala que senha está errado só fala pra tentar novamente mais tarde
Rafael Faelzinho;2 de setembro de 2020;Não funciona fica aparecendo a mensagem de erro toda hora.
Armando Martins;15 de março de 2022;Piada ? Nunca consegui usar o aplicativo ai vc liga na "central" NAO RESOLVEM NADA e simplesmente CONTINUA NAO funcionando !! Como todos aqui "atualizar cadastro" é negocio é mudar de BANCO
Gleudson Gomes;25 de novembro de 2020;Péssimo, não tem opção de segunda via de fatura do cartão de crédito.
Aristóteles Línine;22 de outubro de 2021;Você consegue fazer 2 coisas nesse aplicativo. Instalar e desinstalar. Inclusive recomendo a 2ª opção
renata barbosa;9 de outubro de 2020;Não consegui o acesso pelo meu tablet. Preciso de ajuda, porque pelo meu telefone eu também não consigo.
João Batista de Oliveira;14 de setembro de 2021;Bom cartao ,mas sera melhor se continuar sem mensalidade.
Marlene Mahovlic;2 de outubro de 2020;ESte aplicativo simplesmente NÃO FUNCIONA. Depois da décima tentativa, FUI
Eliseu De Souza Antunes;19 de novembro de 2021;Esse aplicativo é uma droga recebi o cartão mas não estou conseguindo cadastrar o meu cartão e criar a senha de 6 digitos pra desbloquear
Adelaide Andrade Gama;5 de novembro de 2020;Aff, horrível, sempre dando erro na hora de cadastrar.
Wellington Silva;20 de agosto de 2022;Esse app veio pra mudar a história das empresas
Francisco Olismar;2 de setembro de 2022;App péssimo não serve de nada
Elizângela Hosana;6 de junho de 2020;Horrível, quando vou digitar uma senha nova, da erro.
Caroline Aparecida Primiani;24 de março de 2022;Não funciona, toda hora fica dando erro genérico!
Leonardo Guimaraes;2 de junho de 2022;Pior aplicativo do mundo !!! Não consegue acessar a fatura, liguei pra central pra pedir código de barras atendente falou que não pode informar ??????como vocês fizeram pra pagar a fatura me ajudem ?? Pois é pagar e vou cancelar imediatamente
Bethania Pereira;21 de fevereiro de 2022;Aplicativo péssimo, muito lento não entendo por que .
Pequenos Store;14 de maio de 2022;Péssimo já reenistalei um monte de vezes e não consigo visualizar a senha
Willyam Taufner JR;5 de fevereiro de 2021;Este aplicativo e um lixo, não serve para nada, não tem a opção de imprimir a fatura... Não sei para q perder tempo em colocar um lixo deasi para o cliente utilizar... aplicativo Bradesco PJ lixo... Tira este luxo do acesso ao cliente e toma vergonha #bradeacolixo...
Eduardo Ewert;29 de setembro de 2020;Não consigo cadastrar meus cartões. Mais de um mês ligando na Central de Atendimento no Banco e ninguém consegue resolver nada
Neide Souza Morais;4 de maio de 2022;Quero ter acesso a minha fatura do cartão, não consigo. Quero ter acesso a fatura do meu cartão mas eu não consigo.
Um usuário do Google;1 de abril de 2020;Tentei cadastrar , mas aparece informações inválidas nao entendi mais nada agora
Tatiane Menezes de Andrade;23 de maio de 2022;Nunca consegui nem meu acesso! Já liguei 30 mil vezes na central e naaaaaaadaaa
Neia Costa;27 de julho de 2020;Já baixei 3 vezes e desinstalei ele pede a senha digito e aparecer senha inválida não vou instalar mais.
nivia maria nih;7 de setembro de 2020;Nem se quer abriu para primeiro acesso está só dando erro.💔
Alexandre Leal;31 de julho de 2020;Não funciona, coloco dados do cartão, diz que não existe. 🤔
Diego Bonilha;25 de março de 2021;Parabéns consegui cadastrar minha senha e acessar muito obrigado consigo ver o extratoi era isso que precisava
Dalva de Souza Gonçalves Rodrigues;27 de novembro de 2021;Muito bom aplicativo pra saber todas as compras que faço Recomendo pra todas as pessoas.
Laura Da Silva Santos;4 de agosto de 2020;Péssimo aplicativo preciso de abaixar o aplicativo no celular e não consigo pede pra eu ligar na central ligar para que se eu só quero abaixar o aplicativo no celular
SILVANA DE SOUZA ROSA;6 de julho de 2022;Já me arrependi de te-lo desbloqueado, a gente não consegue entrar no aplicativo.
jean carlos;17 de agosto de 2021;Muito no meu primeiro. Assesso já deu erro. Vamos melhorar isso vou desinstalar
Jacyelle Mayane;10 de maio de 2022;Pessimo, n da nem pra puxar a fatura, liga pra central e eles não passa o código de barras e nem libera o site, conta PJ horrível
Flavio Kawaoku;2 de julho de 2020;Nunca funcionou no meu aparelho. Após inserir a senha o app fecha.
Carlos Ney Neres Pereira;3 de outubro de 2021;E um aplicativo que dá aseso as plataformas de todo que vc procura e muito 👍
Sérgio;29 de junho de 2022;Horrível não consegui acessar, só dá erro
josevanderlei Souza;5 de novembro de 2022;Não serve para nada
Angelica Puerta;9 de julho de 2020;Afff,ñ consigo entrar sempre da um erro, que complicado a gente querer falar é ñ conseguir ,,,,,meu Deus
DOUGLAS GOMES;27 de setembro de 2021;Horrível, perde pra muitos app de cartões.
Betty Erthal;7 de abril de 2021;Preciso desbloquear meu cartão de crédito e não consigo entrar no App.
Gustavo Paz;1 de agosto de 2021;Decepcionado com esse app, já perdir as contas da quantidade de tentativas para acessar a minha conta. 💩
Isnael Paiva;27 de setembro de 2020;Simplesmente não funciona! Absolutamente nada.....
Matheus Ribeiro;8 de julho de 2021;Nunca perdi tanto tempo num aplicativo tão ruim. Usabilidade 0.
catia gamarra;31 de agosto de 2020;Péssimo ,só dá tente novamente e dados incorretos affs
Uemerson Sousa;13 de julho de 2022;Muito ruim para concegui acesso ao app
Talita Tabachi;19 de julho de 2021;Uma bostas daria nem uma estrela ,não consigo me cadastrar para acessar a fatura ,não sai da primeira parte do CPF.
Fabio Carvalho;13 de maio de 2020;Falta um App para PF que funciona em tablet também. Porque só PJ? Se possui como vocês dizem, onde está então?
Lilianlima Pereira;20 de fevereiro de 2021;Não consigo atualizar 0 app....enquanto ñ consigo como faço pra ter informações da fatura☹
Suelen Nascimento;1 de dezembro de 2020;Muito bom mas ocupada muito o espaço no celular
claudio monteiro;31 de outubro de 2020;Péssimo, todo os meses é horrível de acessar minha fatura
Cleomar Barbosa;14 de julho de 2021;Pior APP de cartões que eu já, pior que não fazem nada pra melhorar.
Mayara Herzog;23 de fevereiro de 2021;Esse banco continua com tecnologia ultrapassada, enquanto a concorrência já com tecnologia artificial, o Bradesco continua sendo Bradesco
Roberto de jesus;21 de janeiro de 2022;Péssimo atendimento pra desbloquear meu cartão novo não gostei muito ruim
Fabrício Graciano;5 de agosto de 2020;Um banco como o Bradesco top e um aplicativo de lixo.. frustação total.
IARA PRADO SOUSA CORREIA;2 de junho de 2021;Precisa melhorar Ter adiantamento de fatura Ter como pagar valores antecipados Precisaria ficar bem igual ao aplicativo bradescar
Geisielly Lima;12 de abril de 2022;Pior app, todo bugado , muito ruim msm , péssimo, experiência horrível
Claudenice Barbosa;5 de dezembro de 2020;O App pede o meu CPF , eu informo meu CPF e só aparece "ocorreu um erro , tente novamente" mas não é a internet @#$%*
Fabio Antonio;31 de março de 2021;Aplicativo inútil! Um banco do tamanho do Bradesco tinha que ter vergonha de ter um app tão inútil como esse.
denise sally;4 de abril de 2021;Nao consigo abrir o aplicativo, todos os codigos dão inválidos
Adriana Espíndola;8 de abril de 2022;Opção de pagamento de fatura e visualizar fatura não existe??? Me diz qual a função desse aplicativo??? Encher a memória do celular???
Cicera Morais;5 de outubro de 2021;Esta conta não está abrindo por favor tem como resolver o problema desse aplicativo
Gilmara Fé;28 de janeiro de 2021;Não encontrei o app que precisava , o que me dá pra baixar não atende minhas necessidades. Horrível
Eduardo Alende;7 de outubro de 2020;Vou dar uma estrela porque não consegui assesar o app,quando pede a senha ele da como erro do app
Deivid Bonin;28 de março de 2022;Não funciona opção de extrato, da erro.
Mirian Souza Diniz;5 de janeiro de 2022;Não consigo nem entrar com meu CPF sempre a mensagem ocorreu um erro
André Luís Costa;28 de setembro de 2021;Boa tarde !!! A opção para desbloquear o cartão foi suprimida após a última atualização. Como devo proceder?
Jaqueline Semeando vida;27 de agosto de 2020;Péssimo , só fica dizendo que ocorreu um erro
Um usuário do Google;25 de março de 2020;Ótimo aplicativo, adorei a ideia. Parabéns equipe Bradesco.
AnaCristinaMR AnaCristinaMR;5 de maio de 2022;Pq o app do banco Bradesco não se encontra disponível na loja do app para tablet e pq apagam os meus cometário!?
Aline Alves;27 de julho de 2021;Péssimo pelo que estou vendo é o mesmo problema para todos.
Laudicea Gomes Da Silva;21 de maio de 2021;Meu aplicativo tá bloqueado e não consigo desbloquear já liguei e pra preciso do aplicativo
Fábio Carlos;26 de novembro de 2020;Só funcionou no primeiro acesso, depois ficou péssimo.
Yuri Daglian;6 de maio de 2022;Horrível. Simplesmente não funciona.
